sp|B7GR20|APT_BIFLS	K00759
sp|B7GNM6|LEUD_BIFLS	K01704
sp|B7GQ64|LEXA_BIFLS	K01356
sp|B7GRM7|LGT_BIFLS
sp|B7GQ27|LSPA_BIFLS	K03101
sp|B7GUC1|LUXS_BIFLS	K07173
sp|B7GRV8|METE_BIFLS	K00549
sp|B7GUQ1|METK_BIFLS	K00789
sp|B7GQG1|MIAA_BIFLS	K00791
sp|B7GQG0|MIAB_BIFLS	K06168
sp|B7GTW5|MNTP_BIFLS
sp|B7GQ79|MURC_BIFLS	K01924
sp|B7GQ76|MURD_BIFLS	K01925
sp|B7GQ78|MURG_BIFLS	K02563
sp|B7GPZ1|MURI_BIFLS	K01776
sp|B7GTM7|NADK_BIFLS	K00858
sp|B7GQA1|NAGB_BIFLS	K02564
sp|B7GN27|NTPA_BIFLS	K02428
sp|B7GTZ5|NUCS_BIFLS	K07503
sp|B7GPW0|NUSB_BIFLS	K03625
sp|B7GNK1|OBG_BIFLS	K03979
sp|B7GTP2|OTC_BIFLS	K00611
sp|B7GUN9|PAFA_BIFLS	K13571
sp|B7GUB5|PDXS_BIFLS	K06215
sp|B7GQU7|PGK_BIFLS	K00927
sp|B7GNH2|PNP_BIFLS	K00962
sp|B7GTL2|PROA_BIFLS	K00147
sp|B7GNK0|PROB_BIFLS	K00931
sp|B7GTK5|PTH_BIFLS	K01056
sp|B7GUP0|PUP_BIFLS	K13570
sp|B7GU81|PUR5_BIFLS	K01933
sp|B7GU64|PUR7_BIFLS	K01923
sp|B7GT29|PURA_BIFLS	K01939
sp|B7GRV4|PYRB_BIFLS	K00609
sp|B7GRU8|PYRE_BIFLS	K00762
sp|B7GNA2|RBFA_BIFLS	K02834
sp|B7GSG2|RECF_BIFLS	K03629
sp|B7GQ05|RECO_BIFLS	K03584
sp|B7GT67|RECR_BIFLS	K06187
sp|B7GP74|RF1_BIFLS	K02835
sp|B7GN04|RISB_BIFLS	K00794
sp|B7GNG9|RL10_BIFLS	K02864
sp|B7GNJ6|RL11_BIFLS	K02867
sp|B7GNE8|RL13_BIFLS	K02871
sp|B7GND0|RL14_BIFLS	K02874
sp|B7GNC1|RL15_BIFLS	K02876
sp|B7GND3|RL16_BIFLS	K02878
sp|B7GNB3|RL17_BIFLS	K02879
sp|B7GNC4|RL18_BIFLS	K02881
sp|B7GNJ5|RL1_BIFLS	K02863
sp|B7GQC4|RL20_BIFLS	K02887
sp|B7GNK3|RL21_BIFLS	K02888
sp|B7GND5|RL22_BIFLS	K02890
sp|B7GND8|RL23_BIFLS	K02892
sp|B7GNC9|RL24_BIFLS	K02895
sp|B7GS74|RL25_BIFLS	K02897
sp|B7GNK2|RL27_BIFLS	K02899
sp|B7GND7|RL2_BIFLS	K02886
sp|B7GNC2|RL30_BIFLS	K02907
sp|B7GU90|RL31B_BIFLS	K02909
sp|B7GP73|RL31_BIFLS	K02909
sp|B7GQC3|RL35_BIFLS	K02916
sp|B7GNE0|RL3_BIFLS	K02906
sp|B7GND9|RL4_BIFLS	K02926
sp|B7GNC8|RL5_BIFLS	K02931
sp|B7GNC5|RL6_BIFLS	K02933
sp|B7GNG8|RL7_BIFLS	K02935
sp|B7GTS5|RL9_BIFLS	K02939
sp|B7GNR6|RLMH_BIFLS	K00783
sp|B7GPF7|RNPA_BIFLS	K03536
sp|B7GN96|RPIA_BIFLS	K01807
sp|B7GUG7|RPOB_BIFLS	K03043
sp|B7GUQ0|RPOZ_BIFLS	K03060
sp|B7GQS1|RRF_BIFLS	K02838
sp|B7GNE1|RS10_BIFLS	K02946
sp|B7GNB5|RS11_BIFLS	K02948
sp|B7GU49|RS12_BIFLS	K02950
sp|B7GNB6|RS13_BIFLS	K02952
sp|B7GNC7|RS14Z_BIFLS	K02954
sp|B7GNH3|RS15_BIFLS	K02956
sp|B7GMZ8|RS16_BIFLS	K02959
sp|B7GND1|RS17_BIFLS	K02961
sp|B7GND6|RS19_BIFLS	K02965
sp|B7GRY8|RS20_BIFLS	K02968
sp|B7GQR8|RS2_BIFLS	K02967
sp|B7GND4|RS3_BIFLS	K02982
sp|B7GSB1|RS4_BIFLS	K02986
sp|B7GNC3|RS5_BIFLS	K02988
sp|B7GU48|RS7_BIFLS	K02992
sp|B7GNC6|RS8_BIFLS	K02994
sp|B7GNE7|RS9_BIFLS	K02996
sp|B7GPE3|RSMA_BIFLS	K02528
sp|B7GQ70|RSMH_BIFLS	K03438
sp|B7GR17|RUVA_BIFLS	K03550
sp|B7GR18|RUVB_BIFLS	K03551
sp|B7GR16|RUVC_BIFLS	K01159
sp|B7GSA0|RUVX_BIFLS	K07447
sp|B7GQH1|SECA_BIFLS	K03070
sp|B7GQ24|SEPF_BIFLS	K09772
sp|B7GUE4|SSRP_BIFLS	K03664
sp|B7GPT0|SYDND_BIFLS	K01876
sp|B7GTP9|SYFA_BIFLS	K01889
sp|B7GPS9|SYH_BIFLS	K01892
sp|B7GP85|SYM_BIFLS	K01874
sp|B7GNM0|SYR_BIFLS	K01887
sp|B7GN83|SYS_BIFLS	K01875
sp|B7GR13|SYT_BIFLS	K01868
sp|B7GTW0|SYV_BIFLS	K01873
sp|B7GTN2|SYY_BIFLS	K01866
sp|B7GQ20|THIM_BIFLS	K00878
sp|B7GSV7|TIG_BIFLS	K03545
sp|B7GP48|TILS_BIFLS	K04075
sp|B7GP38|TRMB_BIFLS	K03439
sp|B7GMW8|TRMD_BIFLS	K00554
sp|B7GNA1|TRUB_BIFLS	K03177
sp|B7GR11|UPPP_BIFLS	K06153
sp|B7GNR5|UPP_BIFLS	K00761
sp|B7GT18|UREE_BIFLS	K03187
sp|B7GSZ2|UVRB_BIFLS	K03702
sp|B7GQU6|WHIA_BIFLS	K09762
sp|B7GQE1|XERC_BIFLS	K03733
sp|B7GSB6|XPT_BIFLS	K03816
sp|B7GSP5|Y093_BIFLS
sp|B7GQU5|Y1085_BIFLS	K06958
sp|B7GR15|Y1155_BIFLS
sp|B7GSU4|Y1698_BIFLS	K07460
sp|B7GUH2|Y2054_BIFLS	K09157
sp|B7GS82|YBEY_BIFLS	K07042
sp|B7GPF6|YIDD_BIFLS	K08998
tr|B7GNP5|B7GNP5_BIFLS	K17319
tr|B7GS63|B7GS63_BIFLS
tr|B7GNP4|B7GNP4_BIFLS	K17320
tr|B7GS68|B7GS68_BIFLS
tr|B7GN86|B7GN86_BIFLS
tr|B7GN39|B7GN39_BIFLS
tr|B7GS69|B7GS69_BIFLS
tr|B7GNA7|B7GNA7_BIFLS	K02026
tr|B7GNA8|B7GNA8_BIFLS	K02025
tr|B7GP90|B7GP90_BIFLS
tr|B7GS64|B7GS64_BIFLS
tr|B7GS67|B7GS67_BIFLS
tr|B7GPK4|B7GPK4_BIFLS
tr|B7GQC9|B7GQC9_BIFLS
tr|B7GQ60|B7GQ60_BIFLS
tr|B7GUL1|B7GUL1_BIFLS
tr|B7GTW1|B7GTW1_BIFLS
tr|B7GMW7|B7GMW7_BIFLS	K08316
tr|B7GMX3|B7GMX3_BIFLS
tr|B7GMY7|B7GMY7_BIFLS
tr|B7GN65|B7GN65_BIFLS
tr|B7GNT8|B7GNT8_BIFLS	K00012
tr|B7GNW9|B7GNW9_BIFLS	K02004
tr|B7GNV5|B7GNV5_BIFLS	K06147
tr|B7GNS0|B7GNS0_BIFLS
tr|B7GNX4|B7GNX4_BIFLS
tr|B7GNV7|B7GNV7_BIFLS	K06921
tr|B7GP61|B7GP61_BIFLS	K02004
tr|B7GP11|B7GP11_BIFLS
tr|B7GP77|B7GP77_BIFLS
tr|B7GP20|B7GP20_BIFLS
tr|B7GPJ8|B7GPJ8_BIFLS
tr|B7GPM9|B7GPM9_BIFLS	K14155
tr|B7GPR5|B7GPR5_BIFLS	K03648
tr|B7GPX8|B7GPX8_BIFLS	K01997
tr|B7GPX8|B7GPX8_BIFLS	K01998
tr|B7GQ11|B7GQ11_BIFLS	K02532
tr|B7GQ14|B7GQ14_BIFLS
tr|B7GPM3|B7GPM3_BIFLS	K01186
tr|B7GQ35|B7GQ35_BIFLS
tr|B7GQE0|B7GQE0_BIFLS
tr|B7GQC1|B7GQC1_BIFLS	K00949
tr|B7GNX5|B7GNX5_BIFLS
tr|B7GQ41|B7GQ41_BIFLS
tr|B7GQQ7|B7GQQ7_BIFLS
tr|B7GQN4|B7GQN4_BIFLS	K03789
tr|B7GQW0|B7GQW0_BIFLS
tr|B7GQW7|B7GQW7_BIFLS
tr|B7GR35|B7GR35_BIFLS
tr|B7GR36|B7GR36_BIFLS
tr|B7GRU0|B7GRU0_BIFLS
tr|B7GRV6|B7GRV6_BIFLS	K01442
tr|B7GR04|B7GR04_BIFLS
tr|B7GS06|B7GS06_BIFLS	K03111
tr|B7GR26|B7GR26_BIFLS	K06178
tr|B7GS13|B7GS13_BIFLS
tr|B7GSY8|B7GSY8_BIFLS	K02335
tr|B7GTN6|B7GTN6_BIFLS
tr|B7GTK4|B7GTK4_BIFLS	K03723
tr|B7GU72|B7GU72_BIFLS
tr|B7GUD9|B7GUD9_BIFLS	K00820
tr|B7GUJ2|B7GUJ2_BIFLS	K03426
tr|B7GU05|B7GU05_BIFLS	K02055
tr|B7GUQ8|B7GUQ8_BIFLS
tr|B7GNF2|B7GNF2_BIFLS
tr|B7GN76|B7GN76_BIFLS	K01784
tr|B7GP88|B7GP88_BIFLS
tr|B7GRN9|B7GRN9_BIFLS
tr|B7GSF0|B7GSF0_BIFLS
tr|B7GPW7|B7GPW7_BIFLS	K06999
tr|B7GSJ6|B7GSJ6_BIFLS
tr|B7GSP4|B7GSP4_BIFLS	K00558
tr|B7GR48|B7GR48_BIFLS
tr|B7GT38|B7GT38_BIFLS	K16783
tr|B7GT34|B7GT34_BIFLS	K00690
tr|B7GTF8|B7GTF8_BIFLS	K03497
tr|B7GSZ8|B7GSZ8_BIFLS	K00859
tr|B7GS85|B7GS85_BIFLS	K09761
tr|B7GPJ4|B7GPJ4_BIFLS	K07496
tr|B7GQS0|B7GQS0_BIFLS	K09903
tr|B7GPQ4|B7GPQ4_BIFLS
tr|B7GT03|B7GT03_BIFLS	K02075
tr|B7GSG9|B7GSG9_BIFLS	K00262
tr|B7GRU9|B7GRU9_BIFLS	K17828
tr|B7GN98|B7GN98_BIFLS
tr|B7GPU0|B7GPU0_BIFLS	K07478
tr|B7GRS9|B7GRS9_BIFLS
tr|B7GQI1|B7GQI1_BIFLS
tr|B7GRZ1|B7GRZ1_BIFLS
tr|B7GSL9|B7GSL9_BIFLS
tr|B7GQU0|B7GQU0_BIFLS
tr|B7GTN5|B7GTN5_BIFLS
tr|B7GUR2|B7GUR2_BIFLS
tr|B7GQJ3|B7GQJ3_BIFLS
tr|B7GTZ8|B7GTZ8_BIFLS
tr|B7GNS1|B7GNS1_BIFLS	K01885
tr|B7GNI9|B7GNI9_BIFLS
tr|B7GS58|B7GS58_BIFLS
tr|B7GNI5|B7GNI5_BIFLS	K00997
tr|B7GQB1|B7GQB1_BIFLS	K03529
tr|B7GQL9|B7GQL9_BIFLS	K20488
tr|B7GRG1|B7GRG1_BIFLS
tr|B7GSE7|B7GSE7_BIFLS
tr|B7GQ94|B7GQ94_BIFLS
tr|B7GMW9|B7GMW9_BIFLS	K08303
tr|B7GTN4|B7GTN4_BIFLS	K06950
tr|B7GR96|B7GR96_BIFLS
tr|B7GRC7|B7GRC7_BIFLS	K18955
tr|B7GSM0|B7GSM0_BIFLS
tr|B7GRN3|B7GRN3_BIFLS
tr|B7GUE6|B7GUE6_BIFLS	K09811
tr|B7GS50|B7GS50_BIFLS
tr|B7GTZ4|B7GTZ4_BIFLS	K02114
tr|B7GU67|B7GU67_BIFLS
tr|B7GN35|B7GN35_BIFLS	K02884
tr|B7GNU4|B7GNU4_BIFLS	K06950
tr|B7GSD4|B7GSD4_BIFLS	K03306
tr|B7GN74|B7GN74_BIFLS
tr|B7GSJ2|B7GSJ2_BIFLS	K07133
tr|B7GT35|B7GT35_BIFLS
tr|B7GSA2|B7GSA2_BIFLS
tr|B7GRC0|B7GRC0_BIFLS
tr|B7GSH0|B7GSH0_BIFLS	K19157
tr|B7GUN4|B7GUN4_BIFLS
tr|B7GTX4|B7GTX4_BIFLS
tr|B7GNE4|B7GNE4_BIFLS	K04072
tr|B7GRM8|B7GRM8_BIFLS	K01695
tr|B7GNG5|B7GNG5_BIFLS
tr|B7GRA6|B7GRA6_BIFLS
tr|B7GQS3|B7GQS3_BIFLS	K06941
tr|B7GN40|B7GN40_BIFLS	K01206
tr|B7GQV5|B7GQV5_BIFLS	K00616
tr|B7GR10|B7GR10_BIFLS
tr|B7GQ73|B7GQ73_BIFLS
tr|B7GTD3|B7GTD3_BIFLS	K02314
tr|B7GTQ8|B7GTQ8_BIFLS	K01915
tr|B7GU39|B7GU39_BIFLS
tr|B7GQK2|B7GQK2_BIFLS
tr|B7GSI7|B7GSI7_BIFLS
tr|B7GMY5|B7GMY5_BIFLS	K03744
tr|B7GNZ4|B7GNZ4_BIFLS
tr|B7GN33|B7GN33_BIFLS	K02049
tr|B7GN34|B7GN34_BIFLS	K02050
tr|B7GPM5|B7GPM5_BIFLS	K02033
tr|B7GPT3|B7GPT3_BIFLS	K10008
tr|B7GTM8|B7GTM8_BIFLS
tr|B7GU95|B7GU95_BIFLS
tr|B7GQP4|B7GQP4_BIFLS
tr|B7GN75|B7GN75_BIFLS
tr|B7GPA7|B7GPA7_BIFLS	K01421
tr|B7GUC7|B7GUC7_BIFLS
tr|B7GP52|B7GP52_BIFLS	K00796
tr|B7GS04|B7GS04_BIFLS
tr|B7GUI0|B7GUI0_BIFLS	K00849
tr|B7GP93|B7GP93_BIFLS	K06147
tr|B7GN87|B7GN87_BIFLS	K03488
tr|B7GQ52|B7GQ52_BIFLS	K01915
tr|B7GPZ4|B7GPZ4_BIFLS	K07053
tr|B7GPE1|B7GPE1_BIFLS
tr|B7GNL9|B7GNL9_BIFLS	K01586
tr|B7GNZ5|B7GNZ5_BIFLS
tr|B7GSP9|B7GSP9_BIFLS
tr|B7GQM2|B7GQM2_BIFLS
tr|B7GS91|B7GS91_BIFLS	K09013
tr|B7GU17|B7GU17_BIFLS
tr|B7GR98|B7GR98_BIFLS
tr|B7GNJ1|B7GNJ1_BIFLS
tr|B7GP53|B7GP53_BIFLS	K13940
tr|B7GQ96|B7GQ96_BIFLS	K09704
tr|B7GT57|B7GT57_BIFLS
tr|B7GPK1|B7GPK1_BIFLS
tr|B7GU26|B7GU26_BIFLS	K02027
tr|B7GTI5|B7GTI5_BIFLS
tr|B7GUC8|B7GUC8_BIFLS	K01239
tr|B7GQ69|B7GQ69_BIFLS	K03925
tr|B7GS16|B7GS16_BIFLS
tr|B7GUD1|B7GUD1_BIFLS	K02034
tr|B7GPJ5|B7GPJ5_BIFLS	K01919
tr|B7GQ53|B7GQ53_BIFLS
tr|B7GQA5|B7GQA5_BIFLS	K10202
tr|B7GR42|B7GR42_BIFLS
tr|B7GPL4|B7GPL4_BIFLS	K02529
tr|B7GS88|B7GS88_BIFLS
tr|B7GPX6|B7GPX6_BIFLS	K01599
tr|B7GQL1|B7GQL1_BIFLS	K02003
tr|B7GQ13|B7GQ13_BIFLS
tr|B7GQZ8|B7GQZ8_BIFLS
tr|B7GRW0|B7GRW0_BIFLS	K07442
tr|B7GSP3|B7GSP3_BIFLS
tr|B7GSG7|B7GSG7_BIFLS	K06921
tr|B7GU73|B7GU73_BIFLS	K03502
tr|B7GSS9|B7GSS9_BIFLS
tr|B7GT09|B7GT09_BIFLS	K03503
tr|B7GUI9|B7GUI9_BIFLS	K01354
tr|B7GP43|B7GP43_BIFLS
tr|B7GNT5|B7GNT5_BIFLS	K01990
tr|B7GUN3|B7GUN3_BIFLS
tr|B7GQ19|B7GQ19_BIFLS	K03147
tr|B7GQ40|B7GQ40_BIFLS	K02337
tr|B7GPG9|B7GPG9_BIFLS	K01881
tr|B7GQZ4|B7GQZ4_BIFLS
tr|B7GRD6|B7GRD6_BIFLS
tr|B7GT37|B7GT37_BIFLS	K00053
tr|B7GTR9|B7GTR9_BIFLS	K03688
tr|B7GUI3|B7GUI3_BIFLS	K00254
tr|B7GTR7|B7GTR7_BIFLS	K07009
tr|B7GU34|B7GU34_BIFLS
tr|B7GN85|B7GN85_BIFLS	K03488
tr|B7GN94|B7GN94_BIFLS
tr|B7GN62|B7GN62_BIFLS
tr|B7GNZ8|B7GNZ8_BIFLS
tr|B7GN92|B7GN92_BIFLS
tr|B7GPQ0|B7GPQ0_BIFLS
tr|B7GU83|B7GU83_BIFLS	K00128
tr|B7GU11|B7GU11_BIFLS	K01744
tr|B7GRP7|B7GRP7_BIFLS
tr|B7GQ86|B7GQ86_BIFLS
tr|B7GUM6|B7GUM6_BIFLS
tr|B7GP27|B7GP27_BIFLS
tr|B7GQV6|B7GQV6_BIFLS	K00615
tr|B7GRL7|B7GRL7_BIFLS
tr|B7GSL6|B7GSL6_BIFLS	K01867
tr|B7GSG1|B7GSG1_BIFLS	K02338
tr|B7GNM1|B7GNM1_BIFLS
tr|B7GSW5|B7GSW5_BIFLS	K02072
tr|B7GSU9|B7GSU9_BIFLS
tr|B7GS23|B7GS23_BIFLS
tr|B7GN49|B7GN49_BIFLS	K12308
tr|B7GNE9|B7GNE9_BIFLS	K00705
tr|B7GSZ0|B7GSZ0_BIFLS	K00873
tr|B7GRX0|B7GRX0_BIFLS
tr|B7GTR8|B7GTR8_BIFLS
tr|B7GT85|B7GT85_BIFLS	K06910
tr|B7GQQ8|B7GQQ8_BIFLS
tr|B7GQT6|B7GQT6_BIFLS
tr|B7GP94|B7GP94_BIFLS
tr|B7GMX8|B7GMX8_BIFLS
tr|B7GNL5|B7GNL5_BIFLS
tr|B7GNY9|B7GNY9_BIFLS
tr|B7GR99|B7GR99_BIFLS
tr|B7GPZ6|B7GPZ6_BIFLS
tr|B7GNU8|B7GNU8_BIFLS
tr|B7GRQ4|B7GRQ4_BIFLS
tr|B7GRB7|B7GRB7_BIFLS
tr|B7GSF7|B7GSF7_BIFLS
tr|B7GP47|B7GP47_BIFLS	K07259
tr|B7GUJ8|B7GUJ8_BIFLS	K07154
tr|B7GSK4|B7GSK4_BIFLS	K03655
tr|B7GTL9|B7GTL9_BIFLS	K01990
tr|B7GSA6|B7GSA6_BIFLS
tr|B7GTS0|B7GTS0_BIFLS	K06997
tr|B7GSY0|B7GSY0_BIFLS
tr|B7GP41|B7GP41_BIFLS	K00048
tr|B7GPT7|B7GPT7_BIFLS
tr|B7GP58|B7GP58_BIFLS
tr|B7GQH6|B7GQH6_BIFLS	K12132
tr|B7GSI6|B7GSI6_BIFLS	K03699
tr|B7GRG8|B7GRG8_BIFLS
tr|B7GQ81|B7GQ81_BIFLS
tr|B7GSQ0|B7GSQ0_BIFLS
tr|B7GT88|B7GT88_BIFLS
tr|B7GT84|B7GT84_BIFLS	K08483
tr|B7GRI6|B7GRI6_BIFLS
tr|B7GTF5|B7GTF5_BIFLS
tr|B7GQX1|B7GQX1_BIFLS
tr|B7GTD9|B7GTD9_BIFLS	K18955
tr|B7GSW9|B7GSW9_BIFLS	K01951
tr|B7GNW0|B7GNW0_BIFLS	K10119
tr|B7GQM8|B7GQM8_BIFLS	K01869
tr|B7GRT2|B7GRT2_BIFLS	K16235
tr|B7GS81|B7GS81_BIFLS
tr|B7GNN7|B7GNN7_BIFLS	K15923
tr|B7GR53|B7GR53_BIFLS
tr|B7GR24|B7GR24_BIFLS	K00602
tr|B7GTI7|B7GTI7_BIFLS
tr|B7GSA3|B7GSA3_BIFLS
tr|B7GUN0|B7GUN0_BIFLS
tr|B7GTN8|B7GTN8_BIFLS	K03154
tr|B7GP14|B7GP14_BIFLS
tr|B7GP18|B7GP18_BIFLS	K01990
tr|B7GNL0|B7GNL0_BIFLS	K18333
tr|B7GQ91|B7GQ91_BIFLS	K02033
tr|B7GSY6|B7GSY6_BIFLS
tr|B7GUT0|B7GUT0_BIFLS
tr|B7GUQ9|B7GUQ9_BIFLS
tr|B7GRJ1|B7GRJ1_BIFLS
tr|B7GTW4|B7GTW4_BIFLS
tr|B7GN90|B7GN90_BIFLS
tr|B7GQB3|B7GQB3_BIFLS	K01928
tr|B7GRL3|B7GRL3_BIFLS
tr|B7GSU1|B7GSU1_BIFLS	K02003
tr|B7GR73|B7GR73_BIFLS
tr|B7GPA1|B7GPA1_BIFLS	K10118
tr|B7GR47|B7GR47_BIFLS
tr|B7GPN9|B7GPN9_BIFLS
tr|B7GS34|B7GS34_BIFLS	K07391
tr|B7GR60|B7GR60_BIFLS
tr|B7GS59|B7GS59_BIFLS
tr|B7GUK0|B7GUK0_BIFLS
tr|B7GSN8|B7GSN8_BIFLS
tr|B7GQV2|B7GQV2_BIFLS	K14260
tr|B7GUG5|B7GUG5_BIFLS
tr|B7GTE2|B7GTE2_BIFLS	K03624
tr|B7GP51|B7GP51_BIFLS	K01495
tr|B7GTS8|B7GTS8_BIFLS	K01990
tr|B7GQB5|B7GQB5_BIFLS
tr|B7GRW5|B7GRW5_BIFLS
tr|B7GRB0|B7GRB0_BIFLS
tr|B7GU71|B7GU71_BIFLS
tr|B7GS60|B7GS60_BIFLS
tr|B7GQM6|B7GQM6_BIFLS	K03284
tr|B7GU02|B7GU02_BIFLS
tr|B7GQZ2|B7GQZ2_BIFLS
tr|B7GS76|B7GS76_BIFLS	K00325
tr|B7GPP9|B7GPP9_BIFLS
tr|B7GN09|B7GN09_BIFLS
tr|B7GSB8|B7GSB8_BIFLS	K07727
tr|B7GSS2|B7GSS2_BIFLS
tr|B7GQP9|B7GQP9_BIFLS
tr|B7GUG9|B7GUG9_BIFLS	K03575
tr|B7GNQ2|B7GNQ2_BIFLS	K17318
tr|B7GTW7|B7GTW7_BIFLS	K16147
tr|B7GNV9|B7GNV9_BIFLS
tr|B7GQA6|B7GQA6_BIFLS
tr|B7GSV0|B7GSV0_BIFLS	K06966
tr|B7GU23|B7GU23_BIFLS	K02529
tr|B7GTK8|B7GTK8_BIFLS	K09118
tr|B7GU40|B7GU40_BIFLS
tr|B7GNN8|B7GNN8_BIFLS	K01206
tr|B7GNR1|B7GNR1_BIFLS	K02026
tr|B7GUL9|B7GUL9_BIFLS
tr|B7GUK5|B7GUK5_BIFLS
tr|B7GPG7|B7GPG7_BIFLS
tr|B7GMX6|B7GMX6_BIFLS	K01626
tr|B7GQI7|B7GQI7_BIFLS
tr|B7GP66|B7GP66_BIFLS
tr|B7GR50|B7GR50_BIFLS
tr|B7GRR9|B7GRR9_BIFLS
tr|B7GR64|B7GR64_BIFLS
tr|B7GSR9|B7GSR9_BIFLS
tr|B7GNS7|B7GNS7_BIFLS	K02026
tr|B7GSV6|B7GSV6_BIFLS
tr|B7GPW4|B7GPW4_BIFLS	K00942
tr|B7GN13|B7GN13_BIFLS	K01653
tr|B7GR80|B7GR80_BIFLS
tr|B7GNL4|B7GNL4_BIFLS	K02003
tr|B7GPD8|B7GPD8_BIFLS	K03647
tr|B7GR32|B7GR32_BIFLS	K03727
tr|B7GQD1|B7GQD1_BIFLS	K00278
tr|B7GR67|B7GR67_BIFLS
tr|B7GSF2|B7GSF2_BIFLS
tr|B7GT28|B7GT28_BIFLS
tr|B7GRH7|B7GRH7_BIFLS
tr|B7GT66|B7GT66_BIFLS	K02343
tr|B7GSD6|B7GSD6_BIFLS
tr|B7GN59|B7GN59_BIFLS
tr|B7GRD3|B7GRD3_BIFLS
tr|B7GTC7|B7GTC7_BIFLS
tr|B7GRF2|B7GRF2_BIFLS
tr|B7GT94|B7GT94_BIFLS	K01792
tr|B7GU66|B7GU66_BIFLS
tr|B7GU14|B7GU14_BIFLS	K00567
tr|B7GSJ7|B7GSJ7_BIFLS	K10117
tr|B7GUS5|B7GUS5_BIFLS	K02548
tr|B7GN44|B7GN44_BIFLS
tr|B7GSQ1|B7GSQ1_BIFLS
tr|B7GRI2|B7GRI2_BIFLS
tr|B7GTL1|B7GTL1_BIFLS
tr|B7GQ44|B7GQ44_BIFLS	K00854
tr|B7GPE7|B7GPE7_BIFLS
tr|B7GPB7|B7GPB7_BIFLS	K10117
tr|B7GPC2|B7GPC2_BIFLS	K06999
tr|B7GQW9|B7GQW9_BIFLS
tr|B7GQL2|B7GQL2_BIFLS
tr|B7GSE1|B7GSE1_BIFLS
tr|B7GPN6|B7GPN6_BIFLS
tr|B7GST9|B7GST9_BIFLS
tr|B7GTY1|B7GTY1_BIFLS
tr|B7GTD5|B7GTD5_BIFLS
tr|B7GQI0|B7GQI0_BIFLS	K02470
tr|B7GRJ6|B7GRJ6_BIFLS
tr|B7GSX6|B7GSX6_BIFLS	K00925
tr|B7GUS9|B7GUS9_BIFLS
tr|B7GNR3|B7GNR3_BIFLS	K10112
tr|B7GPB5|B7GPB5_BIFLS	K10119
